;Identifiant Muséofile;Région administrative;Département;Commune;Nom officiel du musée;Code Postal;URL;Latitude;Longitude
0;M0967;Auvergne-Rhône-Alpes;Ain;Lochieu;musée du Bugey-Valromey;1260.0;patrimoines.ain.fr/n/musee-du-bugey-valromey/n:970;45,930633;5,727664
1;M0964;Auvergne-Rhône-Alpes;Ain;Bourg-en-Bresse;musées des pays de l'Ain;1000.0;www.ain.fr/solutions-services-infos-pratiques/culture-patrimoine/visiter-musees/;46,196543;5,219217
2;M0965;Auvergne-Rhône-Alpes;Ain;Briord;musée de la société d'histoire et d'archéologie;1470.0;patrimoines.ain.fr/n/musee-d-archeologie-de-briord/n:1165;45,781653;5,458569
3;M0971;Auvergne-Rhône-Alpes;Ain;Pont-de-Vaux;musée Chintreuil;1190.0;www.musee-chintreuil.com/;46,430076;4,938125
5;M0966;Auvergne-Rhône-Alpes;Ain;Izernore;musée archéologique;1580.0;www.archeologie-izernore.com/pages/musee_historique.htm;46,219853;5,555588
6;M0968;Auvergne-Rhône-Alpes;Ain;Nantua;musée de la résistance et de la déportation de l'Ain;1130.0;patrimoines.ain.fr/n/musee-de-la-resistance-et-de-la-deportation/n:809;46,152378;5,608744
8;M0973;Auvergne-Rhône-Alpes;Ain;Saint-Paul-de-Varax;musée Louis Jourdan;1240.0;www.mairie-saintpauldevarax.fr/fr/information/35728/musee-louis-jourdan;46,098973;5,129264
9;M0975;Auvergne-Rhône-Alpes;Ain;Treffort-Cuisiat;musée du Revermont;1000.0;patrimoines.ain.fr/n/musee-du-revermont/n:811;46,209952;5,243955
10;M1082;Auvergne-Rhône-Alpes;Ain;Villars-les-Dombes;musée de la Dombes;1330.0;www.museedeladombes.fr/;46,005784;5,032151
11;M0963;Auvergne-Rhône-Alpes;Ain;Bourg-en-Bresse;musée de Brou;1000.0;www.monastere-de-brou.fr/#;46,196549;5,236521
12;M0969;Auvergne-Rhône-Alpes;Ain;Oyonnax;musée du peigne et de la plasturgie;10100.0;www.oyonnax.fr/mes-loisirs/culture/musee-du-peigne-et-de-la-plasturgie/;46,26101938;5,648075547
13;M0972;Auvergne-Rhône-Alpes;Ain;Saint-Cyr-sur-Menthon;musée de la Bresse - domaine des Planons;1380.0;patrimoines.ain.fr/n/domaine-des-saveurs-les-planons/n:810;46,282489;4,986729
14;M0109;Auvergne-Rhône-Alpes;Allier;Vichy;musée des arts africains et asiatiques (maison du missionnaire);3200.0;musee-aaa.com/;46,128104;3,419803
15;M0108;Auvergne-Rhône-Alpes;Allier;Souvigny;musée Saint-Marc;3210.0;www.ville-souvigny.com/Musee/index.html;46,534866;3,192356
16;M0101;Auvergne-Rhône-Alpes;Allier;Beaulon;musée rural de la Sologne bourbonnaise;3470.0;association-csb.fr/musee/;46,466871;3,748142
17;M0103;Auvergne-Rhône-Alpes;Allier;Gannat;musée municipal;3800.0;www.ville-gannat.fr/-Musee-.html;46,10177624;3,196513714
18;M0104;Auvergne-Rhône-Alpes;Allier;Montluçon;musée des musiques populaires (vieux château);3100.0;www.mupop.fr/;46,341009;2,605724
19;M0102;Auvergne-Rhône-Alpes;Allier;Cérilly;musée Charles-Louis Philippe;3350.0;musees-bourbonnais.fr/musees/maison-musee-charles-louis-philippe/;46,617913;2,823245
20;M0106;Auvergne-Rhône-Alpes;Allier;Moulins;musée Anne de Beaujeu;3000.0;musees.allier.fr/410-presentation.htm;46,56707;3,331218
21;M0107;Auvergne-Rhône-Alpes;Allier;Néris-les-Bains;musée gallo-romain;3310.0;www.ot-neris-les-bains.fr/decouvrir/au-fil-du-temps/musee-gallo-romain/;46,287552;2,662598
22;M5083;Auvergne-Rhône-Alpes;Allier;Moulins-sur-Allier;Centre national du costume de scène et de la scénographie;3000.0;www.cncs.fr/;46,560973;3,335798
23;M0979;Auvergne-Rhône-Alpes;Ardèche;Serrières;musée de la batellerie du Rhône;7340.0;www.serrieres.fr/Musee-des-Mariniers-et-de-la;45,317802;4,763253
25;M0978;Auvergne-Rhône-Alpes;Ardèche;Orgnac-l'Aven;Cité de préhistoire;7150.0;www.orgnac.com/;44,310413;4,425665
26;M0981;Auvergne-Rhône-Alpes;Ardèche;Tournon-sur-Rhône;musée du Rhône;7300.0;www.chateaumusee-tournon.com/;45,067938;4,831838
27;M0976;Auvergne-Rhône-Alpes;Ardèche;Annonay;musée vivarois César Filhol;7100.0;www.mairie-annonay.fr/Musee-Cesar-Filhol.html;45,240803;4,668129
28;M0980;Auvergne-Rhône-Alpes;Ardèche;Soyons;musée archéologique;7130.0;www.grottes-musee-soyons.fr/;44,887803;4,850777
29;M0977;Auvergne-Rhône-Alpes;Ardèche;Les Vans;musée régional;7140.0;www.les-vans.fr/vivre-ici/structures-culturelles/musee/;44,404332;4,131418
30;M1174;Auvergne-Rhône-Alpes;Ardèche;Alba-la-Romaine;muséAL musée départemental archéologique;7400.0;www.museal.ardeche.fr/;44,561507;4,592008
31;M0114;Auvergne-Rhône-Alpes;Cantal;Saint-Flour;musée Alfred Douët;15100.0;www.saint-flour.net/sortir/musee-art-et-histoire-alfred-douet/;45,034016;3,095067
32;M7018;Auvergne-Rhône-Alpes;Cantal;Aurillac;musée des sciences;15000.0;musees.aurillac.fr/;44,932919;2,444912
33;M0110;Auvergne-Rhône-Alpes;Cantal;Aurillac;musée d'art et d'archéologie;15000.0;musees.aurillac.fr/;44,925394;2,441947
34;M0112;Auvergne-Rhône-Alpes;Cantal;Ruynes-en-Margeride;écomusée de la Margeride;15320.0;ecomuseedemargeride.fr/;45,000522;3,224427
35;M0113;Auvergne-Rhône-Alpes;Cantal;Saint-Flour;musée de la Haute Auvergne;15100.0;www.saint-flour.net/sortir/musee-de-la-haute-auvergne/;45,0343;3,092979
36;M0987;Auvergne-Rhône-Alpes;Drôme;Saint-Paul-Trois-Châteaux;musée archéologique;26130.0;www.musat.fr/;44,349149;4,768163
37;M0983;Auvergne-Rhône-Alpes;Drôme;Grignan;musée départemental du château;26230.0;www.chateaux-ladrome.fr/fr/;44,439013;4,873189
38;M0986;Auvergne-Rhône-Alpes;Drôme;Romans;musée de la chaussure;26100.0;www.museedelachaussure.fr/;45,0431;5,055376
39;M0982;Auvergne-Rhône-Alpes;Drôme;Die;musée d'histoire et d'archéologie;26150.0;www.museededie.org/;44,75504;5,369785
40;M0984;Auvergne-Rhône-Alpes;Drôme;Montélimar;musée du château des Adhémar;26200.0;www.chateaux-ladrome.fr/fr/;44,556294;4,750056
41;M0985;Auvergne-Rhône-Alpes;Drôme;Mours-Saint-Eusèbe;musée d'art sacré;26540.0;www.mourssainteusebe.fr/un-village-qui-bouge/le-musee-darts-sacres;45,07091;5,052549
42;M0988;Auvergne-Rhône-Alpes;Drôme;Valence;musée des beaux-arts;26000.0;www.museedevalence.fr/;44,931125;4,889563
43;M0989;Auvergne-Rhône-Alpes;Drôme;Vassieux-en-Vercors;musée du site préhistorique;26420.0;www.parc-du-vercors.fr/prehistoire/home;44,865703;5,357302
44;M0117;Auvergne-Rhône-Alpes;Haute-Loire;Retournac;musée des manufactures de dentelles;43130.0;www.ville-retournac.fr/musee-des-manufactures-de-dentelles-mairie-retournac-43_fr.html;45,202566;4,035268
46;M0116;Auvergne-Rhône-Alpes;Haute-Loire;Le Puy-en-Velay;musée Crozatier;43000.0;www.musee.patrimoine.lepuyenvelay.fr/;45,03866738;3,883456073
47;M7031;Auvergne-Rhône-Alpes;Haute-Loire;Chilhac;musée de paléontologie;43380.0;www.museechilhac.com;45,148133;3,402324
48;M0115;Auvergne-Rhône-Alpes;Haute-Loire;Lavaudieu;musée des arts et traditions populaires;43100.0;www.auvergnevacances.com/marque_blanche/brioude-activite/detail/visiter-auvergne/musee-des-arts-et-traditions-populaires-de-la-haute-loire-lavaudieu/;45,275033;3,434883
49;M1053;Auvergne-Rhône-Alpes;Haute-Savoie;Chamonix;musée alpin;74400.0;musee-alpin-chamonix.fr/fr/infos-pratiques;45,923429;6,871049
50;M1056;Auvergne-Rhône-Alpes;Haute-Savoie;Thônes;musée des Vallées de Thônes;74230.0;www.mairie-thones.fr/fr/information/102186/espace-museal;45,881618;6,324161
51;M1054;Auvergne-Rhône-Alpes;Haute-Savoie;Lovagny;musée Léon Marès;74330.0;www.chateaudemontrottier.com/;45,89818;6,040579
52;M1055;Auvergne-Rhône-Alpes;Haute-Savoie;Rumilly;musée de Rumilly et de l'Albanais;74150.0;www.mairie-rumilly74.fr/vos-services-publics/culture/notre-histoire-musee-de-rumilly/;45,861683;5,947732
53;M1057;Auvergne-Rhône-Alpes;Haute-Savoie;Thonon-les-Bains;musée du Chablais;74200.0;www.thononlesbains.com/patrimoine-culturel/musee-du-chablais-thonon-les-bains/;46,37487;6,48177
54;M1052;Auvergne-Rhône-Alpes;Haute-Savoie;Annecy;musée-château;74000.0;musees.annecy.fr/;45,897263;6,124916
55;M0990;Auvergne-Rhône-Alpes;Isère;Aoste;musée des antiquités gallo-romaines;38490.0;www.mairie-aoste.org/newpage1;45,587605;5,60661
56;M0995;Auvergne-Rhône-Alpes;Isère;Grenoble;musée Stendhal;38000.0;www.bm-grenoble.fr/1083-musee-stendhal.htm;45,191481;5,728083
57;M0999;Auvergne-Rhône-Alpes;Isère;Hières-sur-Ambly;maison du patrimoine;38118.0;www.hieres-sur-amby.org/index.php?menu=2&ssmenu=51&type=4;45,797246;5,292625
58;M1006;Auvergne-Rhône-Alpes;Isère;Vienne;musée lapidaire Saint-Pierre;38200.0;vienne.fr/nos-services/culture/les-musees/;45,523234;4,870694
59;M1007;Auvergne-Rhône-Alpes;Isère;Vienne;musée du cloître Saint-André-le-Bas;38200.0;vienne.fr/nos-services/culture/les-musees/;45,526967;4,873538
60;M0992;Auvergne-Rhône-Alpes;Isère;Echirolles;musée Géo-Charles;38130.0;www.echirolles.fr/culture-sports-loisirs/expos-et-musees/musee-geo-charles;45,14935;5,699614
61;M0997;Auvergne-Rhône-Alpes;Isère;Grenoble;musée Saint-Laurent;38000.0;musees.isere.fr/musee/musee-archeologique-saint-laurent;45,19778;5,731922
62;M1123;Auvergne-Rhône-Alpes;Isère;Allevard-les-Bains;musée Jadis Allevard;38580.0;musees.le-gresivaudan.fr/musee-dallevard-2/;45,39254316;6,077135438
63;M7038;Auvergne-Rhône-Alpes;Isère;Grenoble;muséum d'histoire naturelle;38000.0;www.grenoble.fr/1607-museum-de-grenoble.htm;45,188059;5,735163
64;M0993;Auvergne-Rhône-Alpes;Isère;Grand'Maison;conservatoire-musée des industries hydroélectriques;38114.0;www.musee-edf-hydrelec.com/;45,147612;6,049634
65;M0994;Auvergne-Rhône-Alpes;Isère;Grenoble;musée de Grenoble;38000.0;www.museedegrenoble.fr/;45,194026;5,732094
66;M1001;Auvergne-Rhône-Alpes;Isère;La Côte-Saint-André;musée Hector Berlioz;38260.0;musees.isere.fr/musee/musee-hector-berlioz;45,393386;5,261189
67;M0991;Auvergne-Rhône-Alpes;Isère;Bourgoin-Jallieu;musée de Bourgoin-Jallieu;38300.0;www.bourgoinjallieu.fr/loisirs/culture/musee;45,586588;5,279159
68;M0998;Auvergne-Rhône-Alpes;Isère;Grenoble;musée de la résistance et de la déportation;38000.0;musees.isere.fr/musee/musee-de-la-resistance-et-de-la-deportation-de-lisere;45,190041;5,735245
69;M1002;Auvergne-Rhône-Alpes;Isère;La Mure;musée du pays matheysin;38350.0;lamure.fr/category/culture/equipements-culturels/musee-matheysin;44,904362;5,784427
70;M1137;Auvergne-Rhône-Alpes;Isère;Voiron;musée Mainssieux;38500.0;html#.YFtE-ZvjLZ4;45,356047;5,579652
71;M0996;Auvergne-Rhône-Alpes;Isère;Grenoble;musée dauphinois;38031.0;musees.isere.fr/musee/musee-dauphinois;45,19518754;5,726944536
72;M1000;Auvergne-Rhône-Alpes;Isère;L'Alpe-d'Huez;maison du patrimoine de l'Oisans;38750.0;www.alpedhuez.com/fr/hiver/selections-apidae/famille_plus-20167/musee-dhuez-et-de-loisans/;45,087019;6,068988
73;M1003;Auvergne-Rhône-Alpes;Isère;La Tronche;musée Hébert - d'Uckermann;38700.0;musees.isere.fr/musee/musee-hebert;45,205613;5,751334
74;M1004;Auvergne-Rhône-Alpes;Isère;Saint-Pierre-de-Chartreuse;musée de la Grande Chartreuse;38380.0;www.musee-grande-chartreuse.fr/fr/;45,341728;5,814737
75;M1005;Auvergne-Rhône-Alpes;Isère;Vienne;musée des beaux-arts et d'archéologie;38200.0;vienne.fr/nos-services/culture/les-musees/;45,524069;4,87462
76;M1008;Auvergne-Rhône-Alpes;Isère;Vizille;musée départemental de la Révolution française;38220.0;musees.isere.fr/musee/domaine-de-vizille-musee-de-la-revolution-francaise;45,08753;5,773234
77;M1187;Auvergne-Rhône-Alpes;Isère;Montferrat (Charavines);musée-parc archéologique du lac de Paladru;38850.0;www.paysvoironnais.info/musee-archeologique-du-lac-de-paladru/charavines/musee.html#.YFtioJvjLZ4;45,428526;5,51555
78;M1212;Auvergne-Rhône-Alpes;Isère;Vif;musée Champollion;38450.0;https://musees.isere.fr/;45,050408;5,6692
79;M1013;Auvergne-Rhône-Alpes;Loire;Estivareilles;musée de l'armée secrète et de la résistance;42380.0;estivareilles42.fr/2019/04/11/le-musee/;45,415906;4,010414
80;M1020;Auvergne-Rhône-Alpes;Loire;Roanne;musée Joseph Déchelette;42300.0;www.museederoanne.fr/musee-des-beaux-arts-et-d-archeologie-joseph-dechelette-site-officiel-2017.html;46,034953;4,069842
81;M1023;Auvergne-Rhône-Alpes;Loire;Saint-Etienne;musée d'art et d'industrie;42000.0;www.musee-art-industrie.saint-etienne.fr/;45,431538;4,387485
82;M1024;Auvergne-Rhône-Alpes;Loire;Saint-Etienne;musée d'art moderne et contemporain de Saint-Etienne Métropole - musée d'art moderne;42006.0;mamc.saint-etienne.fr/fr;45,46964794;4,374526863
84;M1012;Auvergne-Rhône-Alpes;Loire;Chazelles-sur-Lyon;musée du chapeau;42140.0;www.museeduchapeau.com/;45,638304;4,394089
85;M1029;Auvergne-Rhône-Alpes;Loire;Usson-en-Forez;musée rural;42550.0;www.ecomusee-usson-en-forez.fr/;45,392445;3,943885
86;M1009;Auvergne-Rhône-Alpes;Loire;Ambierle;musée Alice Taverne;42820.0;museealicetaverne.fr/;46,105434;3,896167
87;M1011;Auvergne-Rhône-Alpes;Loire;Charlieu;musée hospitalier;42190.0;musees-de-charlieu.webnode.fr/museehospitalier/;46,160301;4,17052
88;M1010;Auvergne-Rhône-Alpes;Loire;Charlieu;musée de la soierie;42190.0;musees-de-charlieu.webnode.fr/;46,160301;4,17052
89;M1014;Auvergne-Rhône-Alpes;Loire;Feurs;musée de Feurs;42110.0;www.feurs.org/culture/musee-d-archeologie.html;45,744191;4,219803
90;M1017;Auvergne-Rhône-Alpes;Loire;Montbrison;musée de la Diana;42600.0;www.ladiana.com;45,60543;4,066822
91;M1025;Auvergne-Rhône-Alpes;Loire;Saint-Etienne;musée de la mine;42000.0;www.musee-mine.saint-etienne.fr/;45,438944;4,376487
92;M1016;Auvergne-Rhône-Alpes;Loire;Montbrison;musée d'Allard;42600.0;www.ville-montbrison.fr/annuaire/musee-dallard/;45,608241;4,06195
94;M1026;Auvergne-Rhône-Alpes;Loire;Saint-Etienne-le-Molard;château de la Bastie d'Urfé;42130.0;www.loire.fr/jcms/c_743949/la-batie-d-urfe;45,728472;4,078512
95;M1028;Auvergne-Rhône-Alpes;Loire;Saint-Just-Saint-Rambert;musée des civilisations : Daniel Pouget;42170.0;www.stjust-strambert.fr/sorties-et-loisirs/culture-et-evenements/musee-des-civilisations-daniel-pouget/;45,500657;4,242057
96;M0128;Auvergne-Rhône-Alpes;Puy-de-Dôme;Riom;musée régional d'Auvergne;63200.0;www.rlv.eu/decouvrir/musees/musee-regional-d-auvergne.html;45,895037;3,116254
97;M0130;Auvergne-Rhône-Alpes;Puy-de-Dôme;Volvic;musée Marcel Sahut;63530.0;www.ville-volvic.fr/musee-marcel-sahut;45,872614;3,038881
98;M0121;Auvergne-Rhône-Alpes;Puy-de-Dôme;Clermont-Ferrand;musée d'art Roger-Quillot;63100.0;www.clermontmetropole.eu/bouger-se-divertir/le-dynamisme-culturel/les-musees-de-clermont-auvergne-metropole/marq-musee-dart-roger-quilliot/;45,793027;3,07827
99;M0123;Auvergne-Rhône-Alpes;Puy-de-Dôme;Lezoux;musée de céramique gallo-romaine;63190.0;musee-ceramique.puy-de-dome.fr/le-musee.html;45,827628;3,383654
100;M0124;Auvergne-Rhône-Alpes;Puy-de-Dôme;Marsac-en-Livradois;musée des pénitents blancs;63940.0;www.vacances-livradois-forez.com/patrimoine-culturel/chapelle-musee-des-penitents-blancs-marsac-en-livradois/;45,478967;3,728534
101;M0126;Auvergne-Rhône-Alpes;Puy-de-Dôme;Murol;musée municipal;63790.0;murolchateau.com/;45,590429;2,921508
102;M0127;Auvergne-Rhône-Alpes;Puy-de-Dôme;Riom;musée Francisque Mandet;63200.0;www.rlv.eu/decouvrir/musees/musee-mandet.html;45,893874;3,116508
103;M0129;Auvergne-Rhône-Alpes;Puy-de-Dôme;Thiers;musée municipal de la coutellerie;63300.0;ville-thiers.fr/le-musee-de-la-coutellerie/;45,852318;3,548029
104;M0125;Auvergne-Rhône-Alpes;Puy-de-Dôme;Mozac;musée lapidaire;63200.0;www.ville-mozac.com/La-crypte-et-le-musee-lapidaire.html;45,892133;3,094609
105;M7032;Auvergne-Rhône-Alpes;Puy-de-Dôme;Clermont-Ferrand;muséum d'histoire naturelle Lecoq;63000.0;www.clermontmetropole.eu/bouger-se-divertir/le-dynamisme-culturel/les-musees-de-clermont-auvergne-metropole/museum-henri-lecoq/;45,774138;3,088299
106;M7045;Auvergne-Rhône-Alpes;Puy-de-Dôme;Menat;musée paléontologique;63560.0;www.menat.fr/spip.php?article29;46,103652;2,904431
107;M0119;Auvergne-Rhône-Alpes;Puy-de-Dôme;Arlanc;musée de la dentelle;63220.0;arlanc.fr/accueil/20-le-musee-de-la-dentelle.html;45,414373;3,724421
108;M0120;Auvergne-Rhône-Alpes;Puy-de-Dôme;Clermont-Ferrand;musée Bargoin;63000.0;www.clermontmetropole.eu/bouger-se-divertir/le-dynamisme-culturel/les-musees-de-clermont-auvergne-metropole/musee-bargoin/;45,774229;3,0869
109;M1031;Auvergne-Rhône-Alpes;Rhône;Lyon;musée des beaux-arts;69001.0;www.mba-lyon.fr/fr;45,767177;4,833576
110;M1032;Auvergne-Rhône-Alpes;Rhône;Lyon;musée Gadagne;69005.0;www.gadagne-lyon.fr/;45,763856;4,827749
111;M1034;Auvergne-Rhône-Alpes;Rhône;Lyon;centre d'histoire de la résistance;69007.0;www.chrd.lyon.fr/;45,747037;4,835797
112;M1036;Auvergne-Rhône-Alpes;Rhône;Lyon;Lugdunum, musée et théâtres romains;69005.0;lugdunum.grandlyon.com/fr/;45,760529;4,82004
113;M1038;Auvergne-Rhône-Alpes;Rhône;Lyon;musée historique des tissus;69002.0;www.museedestissus.fr/;45,753117;4,831633
114;M1039;Auvergne-Rhône-Alpes;Rhône;Lyon;musée des hospices civils de Lyon;69002.0;www.chu-lyon.fr/fr/musee-des-hcl;45,760912;4,831492
115;M1040;Auvergne-Rhône-Alpes;Rhône;Rochetaille-sur-Saône;musée Henri Malartre;69270.0;www.musee-malartre.com;45,84492;4,837207
116;M1140;Auvergne-Rhône-Alpes;Rhône;Amplepuis;musée Barthélemy-Thimonier;69550.0;musees.ouestrhodanien.fr/musee-barthelemy-thimonnier.html;45,972502;4,331417
117;M7042;Auvergne-Rhône-Alpes;Rhône;Lyon;musée des Confluences;69002.0;www.museedesconfluences.fr/;45,73319;4,818042
118;M1033;Auvergne-Rhône-Alpes;Rhône;Lyon;musée d'art contemporain;69006.0;www.mac-lyon.com/fr;45,784864;4,852921
119;M1128;Auvergne-Rhône-Alpes;Rhône;Lyon;musée des sapeurs-pompiers de Lyon;69009.0;museepompiers.com/;45,790491;4,797411
120;M1127;Auvergne-Rhône-Alpes;Rhône;Lyon;musée de l'imprimerie et de la communication graphique;69002.0;www.imprimerie.lyon.fr/fr;45,764219;4,834752
121;M7042;Auvergne-Rhône-Alpes;Rhône;Lyon;musée Guimet;69002.0;www.museedesconfluences.fr/;45,73319;4,818042
122;M1030;Auvergne-Rhône-Alpes;Rhône;Beaujeu;musée folklorique et des traditions populaires;69430.0;beaujeu.reseaudesvilles.fr/fr/information/97744/musee-marius-audin;46,154524;4,587482
123;M1037;Auvergne-Rhône-Alpes;Rhône;Lyon;musée des arts décoratifs;69002.0;www.museedestissus.fr/;45,75342;4,83153
124;M1041;Auvergne-Rhône-Alpes;Rhône;Villefranche-sur-Saône;musée Paul Dini;69400.0;musee-paul-dini.com/;45,990936;4,721527
125;M1156;Auvergne-Rhône-Alpes;Rhône;Saint-Romain-en-Gal;musée archéologique;69483.0;musee-site.rhone.fr/;45.52955632679911;4.8731588394774645
126;M1185;Auvergne-Rhône-Alpes;Rhône;Marnand;écomusée du Haut Beaujolais;69240.0;musees.ouestrhodanien.fr/ecomusee-du-haut-beaujolais.html;46,037849;4,315548
127;M7042;Auvergne-Rhône-Alpes;Rhône;Lyon;muséum d'histoire naturelle;69002.0;www.museedesconfluences.fr/;45,73319;4,818042
128;M1046;Auvergne-Rhône-Alpes;Savoie;Albertville;musée municipal d'Albertville-Conflans;73200.0;www.albertville.fr/culture/musee-art-histoire/;45,670787;6,397471
130;M1048;Auvergne-Rhône-Alpes;Savoie;Chambéry;musée des beaux-arts;73000.0;www.chambery.fr/88-les-musees.htm;45,567896;5,919306
131;M1050;Auvergne-Rhône-Alpes;Savoie;Chambéry;musée Savoisien;73000.0;www.savoie.fr/web/sw_64583/le-musee-savoisien-poursuit-sa-renovation;45,571174;5,875158
132;M1051;Auvergne-Rhône-Alpes;Savoie;Moûtiers;musée de l'académie de la Val d'Isère;73600.0;academie.sup.fr/;45,483424;6,532778
134;M1049;Auvergne-Rhône-Alpes;Savoie;Chambéry;musée des Charmettes;73000.0;www.chambery.fr/302-les-charmettes.htm;45,552732;5,93011
136;M1043;Auvergne-Rhône-Alpes;Savoie;Aime-en-Tarentaise;musée archéologique et minéralogique Pierre Borrione;73210.0;www.la-plagne.com/decouvrir-la-plagne/le-patrimoine/histoire-locale/savoir-faire-histoire-locale/des-pierres-et-des-hommes-espace-archeologique-pierre-borrione;45,559416;6,651415
137;M1045;Auvergne-Rhône-Alpes;Savoie;Aix-les-Bains;musée du docteur Faure;73100.0;www.aixlesbains.fr/fre/culture/museefaure;45,692157;5,915578
138;M0131;Bourgogne-Franche-Comté;Côte-d'Or;Alise-Sainte-Reine;musée Alésia - centre d'interprétation;21150.0;www.alesia.com/;47,536592;4,469595
139;M0133;Bourgogne-Franche-Comté;Côte-d'Or;Beaune;musée du vin de Bourgogne;21200.0;www.beaune.fr/spip.php?rubrique171;47,023618;4,837574
140;M0135;Bourgogne-Franche-Comté;Côte-d'Or;Buffon;musée de la sidérurgie en Bourgogne du Nord;21500.0;www.grandeforgedebuffon.fr/;47,649485;4,260891
141;M0137;Bourgogne-Franche-Comté;Côte-d'Or;Dijon;musée des beaux-arts;21000.0;beaux-arts.dijon.fr/;47,321356;5,042873
142;M0147;Bourgogne-Franche-Comté;Côte-d'Or;Semur-en-Auxois;musée municipal;21140.0;www.facebook.com/museedesemurenauxois/;47,490137;4,336452
143;M1208;Bourgogne-Franche-Comté;Côte-d'Or;Dijon;musée d'art sacré;21000.0;www.dijon.fr/Sortir-Bouger/Musees-Galerie-d-arts-et-expositions/Le-musee-d-art-sacre;47,317559;5,037282
144;M7035;Bourgogne-Franche-Comté;Côte-d'Or;Dijon;muséum d'histoire naturelle;21000.0;dijon.fr/Sortir-Bouger/Musees-Galerie-d-arts-et-expositions/Le-museum;47,322357;5,025636
145;M0134;Bourgogne-Franche-Comté;Côte-d'Or;Beaune;musée des beaux-arts;21200.0;www.beaune.fr/culture-et-loisirs/musees/musee-des-beaux-arts/;47,02097;4,839393
146;M0143;Bourgogne-Franche-Comté;Côte-d'Or;Montbard;musée Buffon;21506.0;www.musee-parc-buffon.fr/;47,62578588;4,336985936
147;M0136;Bourgogne-Franche-Comté;Côte-d'Or;Chatillon-sur-Seine;musée du Châtillonnais;21400.0;www.musee-vix.fr/fr/;47,863791;4,574632
148;M0139;Bourgogne-Franche-Comté;Côte-d'Or;Dijon;musée de la vie bourguignonne;21000.0;vie-bourguignonne.dijon.fr/;47,317415;5,037131
149;M0141;Bourgogne-Franche-Comté;Côte-d'Or;Fixin;musée Noisot;21220.0;www.mairiedefixin.fr/musee-noisot;47,245363;4,962515
150;M0146;Bourgogne-Franche-Comté;Côte-d'Or;Saulieu;musée François Pompon;21210.0;saulieu.fr/musee-francois-pompon/#pompon;47,279459;4,229714
151;M0140;Bourgogne-Franche-Comté;Côte-d'Or;Dijon;musée Rude;21000.0;beaux-arts.dijon.fr/;47,32122;5,043978
153;M5011;Bourgogne-Franche-Comté;Côte-d'Or;Dijon;musée national Magnin;21000.0;/musee-magnin.fr/;47,320958;5,042189
154;M0132;Bourgogne-Franche-Comté;Côte-d'Or;Auxonne;musée Bonaparte;21130.0;www.auxonne.fr/musee-bonaparte;47,190963;5,383768
155;M0138;Bourgogne-Franche-Comté;Côte-d'Or;Dijon;musée archéologique;21000.0;archeologie.dijon.fr/;47,321873;5,034107
157;M0144;Bourgogne-Franche-Comté;Côte-d'Or;Nuits-Saint-Georges;musée municipal;21700.0;www.ot-nuits-st-georges.fr/accueil/;47,138661;4,950405
159;M0332;Bourgogne-Franche-Comté;Doubs;Besançon;musée des beaux-arts et d'archéologie;25000.0;www.mbaa.besancon.fr/;47,240055;6,022938
160;M0338;Bourgogne-Franche-Comté;Doubs;Nancray;musée de plein air des maisons comtoises;25360.0;www.maisons-comtoises.org/;47,242984;6,18963
161;M0340;Bourgogne-Franche-Comté;Doubs;Pontarlier;musée municipal;25300.0;www.ville-pontarlier.fr/page/activites-et-loisirs/activites-culture/musee-municipal/infos-pratique-2;46,904221;6,354581
162;M0334;Bourgogne-Franche-Comté;Doubs;Besançon;musée comtois;25000.0;www.citadelle.com/fr/le-musee-comtois.html;47,236687;6,022095
163;M0335;Bourgogne-Franche-Comté;Doubs;Besançon;musée de la résistance et de la déportation;25042.0;www.citadelle.com/fr/le-musee-de-la-resistance-et-de-la-deportation.html;47,22933848;6,035236609
164;M0337;Bourgogne-Franche-Comté;Doubs;Montbéliard;musée du château;25205.0;www.montbeliard.fr/mes-sorties-mes-activites/musees-de-montbeliard.html;47,5095298;6,800857556
165;M7011;Bourgogne-Franche-Comté;Doubs;Besançon;muséum d'histoire naturelle;25000.0;www.citadelle.com/fr/museum-espaces-animaliers.html;47,236687;6,022095
166;M0339;Bourgogne-Franche-Comté;Doubs;Ornans;musée Gustave Courbet;25290.0;www.musee-courbet.fr/;47,104874;6,147697
167;M0333;Bourgogne-Franche-Comté;Doubs;Besançon;musée du temps;25000.0;www.mdt.besancon.fr/;47,235978;6,0268
168;M0336;Bourgogne-Franche-Comté;Doubs;Montbéliard;musée Beurnier-Rossel;25200.0;www.montbeliard.fr/mes-sorties-mes-activites/musees-de-montbeliard.html;47,509957;6,797684
169;M0357;Bourgogne-Franche-Comté;Haute-Saône;Gray;musée Baron Martin;70100.0;www.musee-baronmartin.fr/;47,446411;5,592781
170;M0354;Bourgogne-Franche-Comté;Haute-Saône;Champlitte;musée départemental Albert Demard;70600.0;musees.haute-saone.fr/;47,617066;5,517093
171;M0356;Bourgogne-Franche-Comté;Haute-Saône;Fougerolles;écomusée du pays de la cerise;70220.0;ecomusee-fougerolles.fr/;47,90731793;6,400821913
172;M0355;Bourgogne-Franche-Comté;Haute-Saône;Château-Lambert;musée départemental de la montagne Albert Demard;70440.0;musees.haute-saone.fr/chateau-lambert/;47,836247;6,734944
