region;2023
auvergne-rhone-alpes;21,86
bourgogne-franche-comte;6,2
bretagne;9,62
centre-val de loire;5,83
corse;0,75
grand est;12,78
hauts-de-france;13,8
ile-de-france;43,55
normandie;8,11
nouvelle-aquitaine;16,09
occitanie;15,38
pays de la loire;10,77
provence-alpes-cote d'azur;15,65
